date,open,high,low,close,volume,ROC,SMA,RSI,Real Middle Band,Real Lower Band,Real Upper Band
2021-06-11 14:15:00,257.13,257.33,257.12,257.32,416968.0,-0.1862,257.4638,48.5544,257.4638,256.43,258.4975
2021-06-11 14:30:00,257.32,257.46,257.18,257.4401,331035.0,-0.2093,257.4368,50.1454,257.4368,256.4305,258.443
2021-06-11 14:45:00,257.44,257.56,257.35,257.535,379397.0,0.0252,257.44,51.3957,257.44,256.433,258.4471
2021-06-11 15:00:00,257.55,257.62,257.46,257.595,327350.0,-0.0446,257.4343,52.1936,257.4343,256.4321,258.4364
2021-06-11 15:15:00,257.59,257.6,257.27,257.3201,528270.0,-0.4025,257.3823,48.3644,257.3823,256.4742,258.2904
2021-06-11 15:30:00,257.33,257.5814,257.32,257.53,442762.0,-0.2363,257.3518,51.2397,257.3518,256.5089,258.1947
2021-06-11 15:45:00,257.53,257.57,257.32,257.45,496254.0,-0.1551,257.3318,50.12,257.3318,256.5187,258.1449
2021-06-11 16:00:00,257.45,257.92,257.38,257.89,1574167.0,-0.031,257.3278,55.7216,257.3278,256.5266,258.129
2021-06-11 16:15:00,257.89,257.89,257.54,257.89,251031.0,0.0039,257.3283,55.7216,257.3283,256.5257,258.1309
2021-06-11 16:30:00,257.77,257.89,257.75,257.85,11127.0,-0.0891,257.3168,55.0983,257.3168,256.5519,258.0817
2021-06-11 16:45:00,257.78,257.78,257.7,257.7,329.0,-0.0349,257.3123,52.7684,257.3123,256.5576,258.067
2021-06-11 17:00:00,257.8,257.8,257.6501,257.6501,4481.0,0.0855,257.3233,51.9984,257.3233,256.5557,258.0908
2021-06-11 17:15:00,257.65,257.89,257.56,257.6999,189341.0,0.1989,257.3489,52.7231,257.3489,256.567,258.1307
2021-06-11 17:30:00,257.55,257.55,257.55,257.55,252.0,0.2921,257.3864,50.3162,257.3864,256.6424,258.1303
2021-06-11 18:00:00,257.59,257.7,257.59,257.7,1519.0,0.3544,257.4319,52.5957,257.4319,256.7292,258.1345
2021-06-11 18:30:00,257.7,257.7,257.7,257.7,100.0,0.3016,257.4706,52.5957,257.4706,256.7992,258.142
2021-06-11 18:45:00,257.57,257.7,257.57,257.7,1135.0,0.3966,257.5215,52.5957,257.5215,256.9501,258.0929
2021-06-11 19:15:00,257.61,257.61,257.61,257.61,100.0,0.3232,257.563,50.9595,257.563,257.1034,258.0226
2021-06-11 19:30:00,257.63,257.63,257.63,257.63,110.0,0.249,257.595,51.3138,257.595,257.2177,257.9723
2021-06-11 19:45:00,257.63,257.63,257.63,257.63,130.0,0.1906,257.6195,51.3138,257.6195,257.3052,257.9338
2021-06-11 20:00:00,257.7,257.7,257.64,257.65,1724.0,0.1282,257.636,51.7004,257.636,257.3533,257.9188
2021-06-14 04:15:00,258.29,258.29,258.25,258.25,325.0,0.3146,257.6765,61.3843,257.6765,257.3009,258.0521
2021-06-14 04:30:00,258.5,258.5,258.5,258.5,410.0,0.3747,257.7248,64.5056,257.7248,257.2115,258.238
2021-06-14 05:15:00,258.6,258.6,258.6,258.6,112.0,0.3901,257.775,65.6739,257.775,257.1401,258.41
2021-06-14 06:00:00,258.6,258.6,258.6,258.6,299.0,0.4974,257.839,65.6739,257.839,257.1451,258.5329
2021-06-14 06:15:00,258.69,258.69,258.69,258.69,400.0,0.4504,257.897,66.7647,257.897,257.1264,258.6676
2021-06-14 06:30:00,258.68,258.69,258.68,258.69,3109.0,0.4816,257.959,66.7647,257.959,257.144,258.774
2021-06-14 06:45:00,258.69,258.9,258.69,258.9,1867.0,0.3916,258.0095,69.2881,258.0095,257.0984,258.9206
2021-06-14 07:15:00,258.54,258.8,258.5,258.64,6516.0,0.2908,258.047,63.0494,258.047,257.0977,258.9963
2021-06-14 07:30:00,258.63,258.87,258.63,258.71,2228.0,0.3335,258.09,63.9688,258.09,257.1031,259.0769
2021-06-14 07:45:00,258.68,258.68,258.5,258.5,2080.0,0.3104,258.13,59.3086,258.13,257.1447,259.1153
2021-06-14 08:00:00,258.55,258.65,258.52,258.65,3033.0,0.3881,258.18,61.4218,258.18,257.1957,259.1643
