date,open,high,low,close,volume,ROC,SMA,RSI,Real Middle Band,Real Lower Band,Real Upper Band
2021-06-23 04:30:00,265.98,266.29,265.98,266.29,798.0,0.2409,265.7462,68.1515,265.7462,265.341,266.1515
2021-06-23 04:45:00,266.28,266.28,265.94,265.94,2833.0,0.2469,265.779,61.1794,265.779,265.4256,266.1324
2021-06-23 05:00:00,265.95,265.95,265.95,265.95,595.0,0.1657,265.801,61.2985,265.801,265.4629,266.1391
2021-06-23 05:15:00,265.68,265.68,265.63,265.63,1299.0,0.0452,265.807,55.5581,265.807,265.4859,266.1281
2021-06-23 06:00:00,265.89,265.89,265.89,265.89,459.0,0.1167,265.8225,58.8536,265.8225,265.5172,266.1278
2021-06-23 06:15:00,265.94,266.0,265.94,266.0,1000.0,0.1129,265.8375,60.169,265.8375,265.5283,266.1467
2021-06-23 06:30:00,265.99,266.15,265.99,266.15,1827.0,0.241,265.8695,61.9165,265.8695,265.5702,266.1688
2021-06-23 07:00:00,266.34,266.37,266.21,266.21,1495.0,0.1731,265.8925,62.6073,265.8925,265.5642,266.2208
2021-06-23 07:15:00,266.35,266.4,266.18,266.2,11041.0,0.158,265.9135,62.4087,265.9135,265.5636,266.2634
2021-06-23 07:30:00,266.18,266.2,265.11,265.49,16053.0,-0.1316,265.896,50.4489,265.896,265.5011,266.2909
2021-06-23 07:45:00,265.58,266.32,265.58,266.17,35794.0,0.158,265.917,58.4721,265.917,265.5108,266.3232
2021-06-23 08:00:00,266.15,266.5,266.15,266.32,7041.0,0.2333,265.948,59.9768,265.948,265.5188,266.3772
2021-06-23 08:15:00,265.7399,266.45,265.0528,266.41,12558.0,0.2295,265.9785,60.8722,265.9785,265.5108,266.4462
2021-06-23 08:30:00,266.43,266.49,266.0,266.19,14683.0,0.143,265.9975,57.5587,265.9975,265.5278,266.4672
2021-06-23 08:45:00,266.39,266.44,265.51,266.14,89337.0,0.1204,266.0135,56.8188,266.0135,265.5473,266.4797
2021-06-23 09:00:00,266.14,266.3,266.05,266.269,14877.0,0.1689,266.0359,58.2755,266.0359,265.566,266.5059
2021-06-23 09:15:00,266.39,266.48,266.06,266.2,18492.0,0.1505,266.0559,57.1892,266.0559,265.5939,266.518
2021-06-23 09:30:00,266.11,266.21,265.05,265.51,49288.0,-0.1354,266.0379,47.8089,266.0379,265.5232,266.5527
2021-06-23 09:45:00,265.99,266.83,265.22,266.02,2059256.0,0.0075,266.0389,53.7155,266.0389,265.5245,266.5534
2021-06-23 10:00:00,266.01,266.17,265.24,266.1655,975386.0,0.1375,266.0572,55.2369,266.0572,265.5521,266.5624
2021-06-23 10:15:00,266.16,266.37,265.55,265.83,841542.0,-0.1727,266.0342,51.1556,266.0342,265.5317,266.5367
2021-06-23 10:30:00,265.81,266.15,265.34,265.47,834140.0,-0.1767,266.0107,47.2153,266.0107,265.452,266.5695
2021-06-23 10:45:00,265.46,265.46,264.87,265.1169,956242.0,-0.3133,265.9691,43.737,265.9691,265.2877,266.6505
2021-06-23 11:00:00,265.1,265.17,264.6399,264.85,647314.0,-0.2936,265.9301,41.3153,265.9301,265.102,266.7581
2021-06-23 11:15:00,264.88,264.97,264.43,264.94,638869.0,-0.3573,265.8826,42.4465,265.8826,264.9485,266.8166
2021-06-23 11:30:00,264.96,265.24,264.875,265.2201,498462.0,-0.2932,265.8436,45.8648,265.8436,264.8682,266.8189
2021-06-23 11:45:00,265.22,265.63,265.08,265.57,491631.0,-0.2179,265.8146,49.7864,265.8146,264.8429,266.7863
2021-06-23 12:00:00,265.5601,265.61,265.33,265.35,412626.0,-0.3231,265.7716,47.5086,265.7716,264.7976,266.7456
2021-06-23 12:15:00,265.35,265.3699,264.98,265.02,353086.0,-0.4433,265.7126,44.3079,265.7126,264.7071,266.7181
2021-06-23 12:30:00,265.02,265.12,264.9341,264.9522,345284.0,-0.2026,265.6857,43.6715,265.6857,264.6303,266.7411
2021-06-23 12:45:00,264.93,264.97,264.43,264.94,506026.0,-0.4621,265.6242,43.5531,265.6242,264.5458,266.7026
2021-06-23 13:00:00,264.94,265.25,264.905,264.9285,474285.0,-0.5225,265.5546,43.4361,265.5546,264.4852,266.624
2021-06-23 13:15:00,264.93,265.22,264.77,265.2,533276.0,-0.4542,265.4941,46.9737,265.4941,264.4902,266.498
2021-06-23 13:30:00,265.2,265.605,265.2,265.5,455752.0,-0.2592,265.4596,50.5695,265.4596,264.5077,266.4115
2021-06-23 13:45:00,265.49,265.53,265.1401,265.16,257777.0,-0.3682,265.4106,46.7847,265.4106,264.504,266.3172
2021-06-23 14:00:00,265.16,265.3,265.03,265.28,250877.0,-0.3714,265.3612,48.2244,265.3612,264.5437,266.1786
2021-06-23 14:15:00,265.26,265.31,264.88,265.11,393441.0,-0.4095,265.3067,46.3543,265.3067,264.5799,266.0334
2021-06-23 14:30:00,265.1,265.1,264.85,264.93,397284.0,-0.2184,265.2777,44.4339,265.2777,264.5395,266.0159
2021-06-23 14:45:00,264.93,265.37,264.835,265.263,386644.0,-0.2846,265.2398,48.5822,265.2398,264.5848,265.8948
2021-06-23 15:00:00,265.26,265.36,265.14,265.245,390243.0,-0.3458,265.1938,48.3767,265.1938,264.6946,265.693
2021-06-23 15:15:00,265.25,265.3499,265.01,265.33,356490.0,-0.1881,265.1688,49.4397,265.1688,264.7571,265.5804
2021-06-23 15:30:00,265.33,265.61,265.2313,265.57,519421.0,0.0377,265.1738,52.3558,265.1738,264.7455,265.602
2021-06-23 15:45:00,265.56,265.614,265.34,265.5,543948.0,0.1445,265.1929,51.4448,265.1929,264.7429,265.643
2021-06-23 16:00:00,265.495,265.62,265.09,265.27,1403897.0,0.1586,265.2139,48.5248,265.2139,264.7915,265.6364
2021-06-23 16:15:00,265.275,265.275,265.12,265.275,953312.0,0.1264,265.2307,48.5916,265.2307,264.8269,265.6345
2021-06-23 16:30:00,265.275,265.275,265.15,265.15,4040.0,-0.0264,265.2272,46.9876,265.2272,264.8218,265.6325
2021-06-23 16:45:00,265.17,265.21,265.11,265.21,4662.0,-0.1356,265.2092,47.8572,265.2092,264.8356,265.5828
2021-06-23 17:00:00,265.2199,265.2199,265.19,265.19,369.0,-0.0603,265.2012,47.5833,265.2012,264.8332,265.5692
2021-06-23 17:15:00,265.24,265.24,265.21,265.23,963.0,0.0792,265.2117,48.2074,265.2117,264.8531,265.5703
2021-06-23 17:30:00,265.23,265.23,265.16,265.2,1669.0,0.0935,265.2241,47.7585,265.2241,264.8857,265.5625
2021-06-23 17:45:00,265.23,265.24,265.18,265.2,1978.0,0.0981,265.2371,47.7585,265.2371,264.9243,265.5498
2021-06-23 18:00:00,265.25,265.25,265.18,265.1801,1604.0,0.095,265.2497,47.4339,265.2497,264.9689,265.5304
2021-06-23 18:15:00,265.25,265.36,265.25,265.36,2385.0,0.0603,265.2577,50.6275,265.2577,264.974,265.5414
2021-06-23 18:30:00,265.31,265.31,265.28,265.28,562.0,-0.0829,265.2467,49.2275,265.2467,264.9852,265.5081
2021-06-23 19:00:00,265.36,265.36,265.34,265.34,450.0,0.0679,265.2557,50.3122,265.2557,264.9944,265.5169
2021-06-23 19:15:00,265.27,265.27,265.27,265.27,300.0,-0.0038,265.2552,49.0259,265.2552,264.994,265.5163
2021-06-23 19:30:00,265.28,265.28,265.28,265.28,543.0,0.0641,265.2637,49.2211,265.2637,265.011,265.5163
2021-06-23 19:45:00,265.34,265.39,265.34,265.39,792.0,0.1736,265.2867,51.3773,265.2867,265.0802,265.4931
2021-06-23 20:00:00,265.35,265.405,265.35,265.405,1344.0,0.0535,265.2938,51.6719,265.2938,265.0814,265.5062
2021-06-24 04:15:00,265.87,265.87,265.87,265.87,313.0,0.2356,265.325,59.6488,265.325,264.9977,265.6523
2021-06-24 04:30:00,266.13,266.5,266.03,266.22,1114.0,0.3354,265.3695,64.3154,265.3695,264.8602,265.8788
2021-06-24 04:45:00,266.6,266.6,266.42,266.42,1487.0,0.3201,265.412,66.6363,265.412,264.7302,266.0938
2021-06-24 05:30:00,266.88,267.0,266.88,266.88,1803.0,0.5198,265.481,71.1752,265.481,264.5454,266.4166
2021-06-24 05:45:00,266.81,266.88,266.81,266.87,1619.0,0.6032,265.561,70.9543,265.561,264.4535,266.6685
2021-06-24 06:00:00,266.95,266.99,266.79,266.79,5389.0,0.5711,265.6368,69.1472,265.6368,264.4163,266.8572
2021-06-24 06:15:00,267.0,267.0,267.0,267.0,772.0,0.6977,265.7293,71.1757,265.7293,264.3953,267.0632
2021-06-24 06:30:00,267.0,267.0,266.8,266.8,805.0,0.5995,265.8088,66.7745,265.8088,264.4197,267.1978
2021-06-24 06:45:00,266.8,266.8,266.8,266.8,279.0,0.6071,265.8893,66.7745,265.8893,264.4667,267.3118
2021-06-24 07:15:00,266.75,266.79,266.5,266.5,4865.0,0.4788,265.9528,60.5513,265.9528,264.5403,267.3653
2021-06-24 07:30:00,266.43,266.66,266.4,266.66,1835.0,0.5505,266.0258,62.5127,266.0258,264.6256,267.4259
2021-06-24 07:45:00,266.55,266.66,266.55,266.63,1820.0,0.5392,266.0973,61.9052,266.0973,264.7273,267.4672
2021-06-24 08:00:00,266.63,266.63,266.57,266.62,1800.0,0.543,266.1693,61.6948,266.1693,264.8492,267.4893
2021-06-24 08:15:00,266.6001,266.9,266.5001,266.85,11194.0,0.5615,266.2438,64.6067,266.2438,264.9469,267.5406
2021-06-24 08:30:00,266.8,266.85,266.7,266.7,3359.0,0.5353,266.3148,61.4024,266.3148,265.0828,267.5467
2021-06-24 08:45:00,266.6,266.71,266.48,266.65,7709.0,0.4937,266.3803,60.3521,266.3803,265.2257,267.5348
2021-06-24 09:00:00,266.59,266.61,266.42,266.53,7327.0,0.475,266.4433,57.8522,266.4433,265.4064,267.4801
2021-06-24 09:15:00,266.5,266.58,266.5,266.58,4966.0,0.49,266.5083,58.6042,266.5083,265.6187,267.3978
2021-06-24 09:30:00,266.58,266.7,265.78,265.96,25236.0,0.2148,266.5368,47.5335,266.5368,265.7635,267.31
2021-06-24 09:45:00,266.16,267.44,265.47,267.2588,1806575.0,0.6985,266.6294,62.962,266.6294,265.9878,267.2711
2021-06-24 10:00:00,267.26,267.35,266.27,266.81,856888.0,0.3536,266.6764,56.8782,266.6764,266.1342,267.2187
2021-06-24 10:15:00,266.79,267.0,266.4,266.82,953414.0,0.2254,266.7064,56.9757,266.7064,266.2035,267.2093
2021-06-24 10:30:00,266.83,267.34,266.8102,267.3399,792796.0,0.3453,266.7524,61.7135,266.7524,266.1972,267.3077
2021-06-24 10:45:00,267.33,267.55,267.13,267.28,672175.0,0.1499,266.7724,60.9002,266.7724,266.1732,267.3717
2021-06-24 11:00:00,267.29,267.29,266.5302,266.8419,980424.0,-0.0105,266.771,55.2902,266.771,266.1726,267.3695
2021-06-24 11:15:00,266.85,267.05,266.7,267.025,810719.0,0.0881,266.7828,57.0316,266.7828,266.1742,267.3914
2021-06-24 11:30:00,267.04,267.34,266.95,267.21,549305.0,0.0787,266.7933,58.7406,266.7933,266.1632,267.4234
2021-06-24 11:45:00,267.23,267.275,266.81,266.93,482714.0,0.0487,266.7998,55.2402,266.7998,266.1668,267.4327
2021-06-24 12:00:00,266.93,267.19,266.86,267.1518,400934.0,0.1319,266.8174,57.359,266.8174,266.1661,267.4686
2021-06-24 12:15:00,267.14,267.85,267.11,267.82,585318.0,0.4953,266.8834,62.9246,266.8834,266.1168,267.6499
2021-06-24 12:30:00,267.82,267.823,267.43,267.45,410623.0,0.2963,266.9229,58.4759,266.9229,266.1256,267.7201
2021-06-24 12:45:00,267.44,267.4898,267.23,267.25,450609.0,0.2325,266.9539,56.2145,266.9539,266.1563,267.7514
2021-06-24 13:00:00,267.25,267.32,266.35,266.425,754480.0,-0.0731,266.9441,48.1324,266.9441,266.126,267.7622
2021-06-24 13:15:00,266.435,266.76,266.38,266.7468,435681.0,-0.0387,266.939,51.0235,266.939,266.1172,267.7607
2021-06-24 13:30:00,266.73,266.7657,266.2,266.58,445177.0,-0.045,266.933,49.5175,266.933,266.1026,267.7633
2021-06-24 13:45:00,266.58,266.58,266.22,266.28,430476.0,-0.1388,266.9145,46.8969,266.9145,266.0442,267.7847
2021-06-24 14:00:00,266.29,266.535,266.2,266.42,518808.0,-0.0413,266.909,48.2425,266.909,266.0278,267.7902
2021-06-24 14:15:00,266.425,266.56,266.34,266.39,308203.0,-0.0713,266.8995,47.9683,266.8995,266.0004,267.7986
2021-06-24 14:30:00,266.37,266.49,266.24,266.41,294898.0,0.1692,266.922,48.175,266.922,266.0987,267.7452
2021-06-24 14:45:00,266.41,266.605,266.32,266.58,307286.0,-0.254,266.888,49.9537,266.888,266.0671,267.7089
2021-06-24 15:00:00,266.58,266.59,266.335,266.46,325685.0,-0.1312,266.8705,48.7115,266.8705,266.0291,267.712
2021-06-24 15:15:00,266.45,266.58,266.34,266.53,365981.0,-0.1087,266.856,49.4828,266.856,266.0017,267.7104
2021-06-24 15:30:00,266.5259,266.54,266.15,266.2382,385528.0,-0.4121,266.8009,46.4194,266.8009,265.9365,267.6654
2021-06-24 15:45:00,266.24,266.68,266.085,266.68,782469.0,-0.2245,266.7709,51.2312,266.7709,265.9339,267.608
2021-06-24 16:00:00,266.68,266.98,266.41,266.64,1532067.0,-0.0757,266.7608,50.7965,266.7608,265.9226,267.5991
2021-06-24 16:15:00,266.69,266.73,266.5,266.69,750109.0,-0.1255,266.7441,51.3398,266.7441,265.9143,267.5739
2021-06-24 16:30:00,266.72,266.73,266.71,266.71,937.0,-0.1871,266.7191,51.565,266.7191,265.9173,267.5209
2021-06-24 16:45:00,266.71,267.22,266.71,267.22,127331.0,0.1086,266.7336,56.9171,266.7336,265.9069,267.5603
2021-06-24 17:00:00,267.13,267.13,266.95,267.0,5636.0,-0.0568,266.726,54.1977,266.726,265.9121,267.5399
2021-06-24 17:15:00,267.1,267.1,266.93,266.93,3159.0,-0.3323,266.6815,53.3441,266.6815,266.0308,267.3322
2021-06-24 17:30:00,266.76,266.76,266.76,266.76,508.0,-0.258,266.647,51.2794,266.647,266.0977,267.1963
2021-06-24 17:45:00,267.0,267.0,266.85,266.85,698.0,-0.1497,266.627,52.3081,266.627,266.1415,267.1125
2021-06-24 18:00:00,266.89,267.18,266.89,267.18,1267.0,0.2834,266.6648,55.9017,266.6648,266.1328,267.1967
2021-06-24 18:15:00,266.97,266.99,266.85,266.9,1309.0,0.0574,266.6724,52.3768,266.6724,266.1316,267.2132
2021-06-24 18:30:00,266.99,266.99,266.85,266.85,2003.0,0.1013,266.6859,51.7633,266.6859,266.1415,267.2303
2021-06-24 18:45:00,266.82,267.0,266.75,266.98,2338.0,0.2629,266.7209,53.2616,266.7209,266.1958,267.2461
2021-06-24 19:00:00,266.9,267.14,266.9,267.14,955.0,0.2702,266.7569,55.0698,266.7569,266.2206,267.2932
2021-06-24 19:15:00,267.12,267.14,267.08,267.14,1468.0,0.2815,266.7944,55.0698,266.7944,266.2611,267.3277
2021-06-24 19:45:00,267.0,267.0,267.0,267.0,205.0,0.2215,266.8239,53.0789,266.8239,266.3142,267.3337
2021-06-24 20:00:00,266.98,266.98,266.86,266.98,2229.0,0.15,266.8439,52.7919,266.8439,266.3427,267.3451
2021-06-25 04:15:00,267.0,267.01,267.0,267.01,318.0,0.2064,266.8714,53.1915,266.8714,266.3979,267.3449
2021-06-25 04:30:00,267.5,267.5,267.5,267.5,407.0,0.3639,266.9199,59.1385,266.9199,266.3998,267.44
2021-06-25 05:00:00,267.36,267.36,267.36,267.36,328.0,0.4214,266.976,56.962,266.976,266.5246,267.4274
2021-06-25 05:15:00,267.27,267.27,267.0,267.0,493.0,0.12,266.992,51.8015,266.992,266.5615,267.4225
2021-06-25 05:30:00,267.0,267.0,266.84,266.84,723.0,0.075,267.002,49.6953,267.002,266.5961,267.4079
2021-06-25 06:00:00,267.23,267.23,267.23,267.23,118.0,0.2025,267.029,54.4475,267.029,266.6382,267.4198
2021-06-25 06:15:00,267.48,267.49,267.48,267.49,600.0,0.2925,267.068,57.2797,267.068,266.6571,267.4789
2021-06-25 06:30:00,267.43,267.43,267.39,267.39,589.0,0.0636,267.0765,55.8733,267.0765,266.6468,267.5062
2021-06-25 06:45:00,267.37,267.37,267.37,267.37,344.0,0.1386,267.095,55.5859,267.095,266.6485,267.5415
2021-06-25 07:00:00,267.4,267.4,267.31,267.31,354.0,0.1424,267.114,54.6977,267.114,266.6649,267.5631
2021-06-25 07:15:00,267.38,267.38,267.2,267.2,4709.0,0.1649,267.136,53.0613,267.136,266.7163,267.5557
2021-06-25 07:30:00,267.1,267.28,267.04,267.25,3261.0,0.1499,267.156,53.7237,267.156,266.755,267.557
2021-06-25 07:45:00,267.23,267.23,267.0,267.04,4387.0,-0.0524,267.149,50.5688,267.149,266.745,267.553
2021-06-25 08:00:00,267.08,267.08,266.82,266.85,5753.0,-0.0187,267.1465,47.8903,267.1465,266.7358,267.5572
2021-06-25 08:15:00,267.31,267.4,266.88,266.95,6663.0,0.0375,267.1515,49.3759,267.1515,266.7531,267.5499
2021-06-25 08:30:00,267.0,267.0,266.67,266.67,9129.0,-0.1161,267.136,45.5487,267.136,266.6908,267.5812
2021-06-25 08:45:00,266.9,267.4,266.9,267.07,9722.0,-0.0262,267.1325,51.2329,267.1325,266.6864,267.5786
2021-06-25 09:00:00,267.19,267.19,266.79,266.9,7842.0,-0.0898,267.1205,48.947,267.1205,266.6631,267.5779
2021-06-25 09:15:00,267.03,267.03,266.54,266.54,8238.0,-0.1723,267.0975,44.5193,267.0975,266.5763,267.6187
2021-06-25 09:30:00,266.62,266.95,265.95,266.49,40700.0,-0.1835,267.073,43.9382,267.073,266.4897,267.6563
2021-06-25 09:45:00,266.23,267.25,265.76,266.3962,1553696.0,-0.2299,267.0423,42.8341,267.0423,266.3886,267.696
2021-06-25 10:00:00,266.42,266.57,265.6,265.785,853410.0,-0.6411,266.9566,36.5371,266.9566,266.1367,267.7764
2021-06-25 10:15:00,265.77,265.99,264.9154,265.37,784499.0,-0.7443,266.8571,33.063,266.8571,265.8066,267.9075
2021-06-25 10:30:00,265.37,265.9,265.33,265.87,514691.0,-0.4232,266.8006,40.2661,266.8006,265.6685,267.9326
2021-06-25 10:45:00,265.87,266.1172,265.63,265.79,424817.0,-0.3935,266.7481,39.5493,266.7481,265.5338,267.9623
2021-06-25 11:00:00,265.79,265.85,265.4956,265.73,401677.0,-0.5613,266.6731,39.0012,266.6731,265.4031,267.943
2021-06-25 11:15:00,265.73,266.01,265.51,265.98,339015.0,-0.5645,266.5976,42.4965,266.5976,265.3516,267.8436
2021-06-25 11:30:00,265.98,266.06,265.775,265.9907,268715.0,-0.5233,266.5276,42.6446,266.5276,265.3106,267.7446
2021-06-25 11:45:00,266.01,266.26,265.94,266.005,325467.0,-0.5105,266.4593,42.8516,266.4593,265.2867,267.632
2021-06-25 12:00:00,266.0,266.03,265.82,265.835,215268.0,-0.5518,266.3856,40.9998,266.3856,265.2513,267.5198
2021-06-25 12:15:00,265.8286,265.83,265.565,265.63,250935.0,-0.5876,266.3071,38.8678,266.3071,265.192,267.4222
2021-06-25 12:30:00,265.62,265.66,265.15,265.34,377914.0,-0.7147,266.2116,36.0744,266.2116,265.1088,267.3144
2021-06-25 12:45:00,265.35,265.35,265.13,265.25,345838.0,-0.6703,266.1221,35.2468,266.1221,265.0122,267.232
2021-06-25 13:00:00,265.26,265.2899,265.07,265.13,308826.0,-0.6446,266.0361,34.1474,266.0361,264.8989,267.1732
2021-06-25 13:15:00,265.12,265.1918,264.9,264.9399,423767.0,-0.753,265.9356,32.4591,265.9356,264.7841,267.0871
2021-06-25 13:30:00,264.93,265.11,264.89,265.005,330892.0,-0.6244,265.8523,33.6418,265.8523,264.6846,267.0201
2021-06-25 13:45:00,265.0,265.01,264.76,264.98,376581.0,-0.7826,265.7478,33.4053,265.7478,264.6636,266.8321
2021-06-25 14:00:00,264.99,265.38,264.98,265.31,350999.0,-0.5957,265.6683,39.3304,265.6683,264.7075,266.6291
2021-06-25 14:15:00,265.32,265.48,265.16,265.34,404205.0,-0.4502,265.6083,39.8426,265.6083,264.7261,266.4906
2021-06-25 14:30:00,265.35,265.71,265.35,265.555,319964.0,-0.3509,265.5616,43.4444,265.5616,264.7776,266.3456
2021-06-25 14:45:00,265.56,265.9,265.525,265.86,260576.0,-0.2013,265.5348,48.0859,265.5348,264.8345,266.235
2021-06-25 15:00:00,265.86,265.94,265.755,265.82,343537.0,0.0132,265.5365,47.5472,265.5365,264.8336,266.2394
2021-06-25 15:15:00,265.83,265.94,265.71,265.73,346311.0,0.1357,265.5545,46.3182,265.5545,264.8512,266.2579
2021-06-25 15:30:00,265.73,265.9,265.573,265.6401,357828.0,-0.0865,265.543,45.0927,265.543,264.8533,266.2328
2021-06-25 15:45:00,265.64,265.78,265.45,265.45,555286.0,-0.1279,265.526,42.5848,265.526,264.8448,266.2073
2021-06-25 16:00:00,265.445,266.3,264.9,265.02,2906681.0,-0.2672,265.4905,37.605,265.4905,264.782,266.199
2021-06-25 16:15:00,265.02,265.21,264.9,265.02,3027976.0,-0.3609,265.4425,37.605,265.4425,264.7432,266.1419
2021-06-25 16:30:00,265.1,265.24,265.02,265.2,408632.0,-0.2973,265.403,40.8152,265.403,264.7438,266.0622
2021-06-25 16:45:00,265.14,265.2,265.01,265.01,19936.0,-0.3741,265.3533,38.6081,265.3533,264.7343,265.9722
2021-06-25 17:00:00,265.2,265.2,265.0101,265.1,1763.0,-0.2765,265.3165,40.2199,265.3165,264.7299,265.9031
2021-06-25 17:15:00,265.01,265.01,265.01,265.01,181.0,-0.2334,265.2855,39.1383,265.2855,264.703,265.868
2021-06-25 17:45:00,265.1,265.1,265.1,265.1,207.0,-0.0904,265.2735,40.8137,265.2735,264.6861,265.8609
2021-06-25 18:00:00,265.22,265.24,265.22,265.24,789.0,-0.0038,265.273,43.3666,265.273,264.6855,265.8605
2021-06-25 18:15:00,265.16,265.16,265.16,265.16,351.0,0.0113,265.2745,42.2699,265.2745,264.6883,265.8607
2021-06-25 18:30:00,265.21,265.21,265.0,265.0,2005.0,0.0227,265.2775,40.1333,265.2775,264.6976,265.8574
2021-06-25 19:00:00,265.02,265.02,265.01,265.01,1154.0,0.0019,265.2778,40.3317,265.2778,264.6983,265.8572
2021-06-25 19:15:00,265.09,265.1,265.09,265.1,827.0,0.0453,265.2838,42.1483,265.2838,264.7144,265.8531
2021-06-25 19:45:00,265.18,265.18,265.18,265.18,100.0,-0.049,265.2773,43.7506,265.2773,264.7063,265.8482
2021-06-25 20:00:00,265.1,265.1,265.02,265.02,1110.0,-0.1206,265.2613,41.3401,265.2613,264.6804,265.8421
2021-06-28 04:30:00,265.83,265.9,265.8,265.8,1239.0,0.0923,265.2735,54.2696,265.2735,264.659,265.888
2021-06-28 04:45:00,265.99,265.99,265.8,265.89,1347.0,0.0113,265.275,55.4619,265.275,264.6547,265.8954
2021-06-28 05:15:00,266.47,266.47,266.47,266.47,103.0,0.2445,265.3075,62.1555,265.3075,264.5285,266.0865
2021-06-28 05:30:00,266.23,266.23,266.23,266.23,502.0,0.1882,265.3325,58.3367,265.3325,264.473,266.192
2021-06-28 06:00:00,266.3,266.3,266.05,266.17,898.0,0.1995,265.359,57.4085,265.359,264.4331,266.2849
2021-06-28 06:15:00,266.07,266.07,266.07,266.07,203.0,0.2336,265.39,55.8495,265.39,264.4138,266.3662
2021-06-28 06:30:00,266.0,266.0,266.0,266.0,472.0,0.3698,265.439,54.7539,265.439,264.4438,266.4342
2021-06-28 07:15:00,266.29,266.29,266.12,266.28,2839.0,0.4754,265.502,58.206,265.502,264.4624,266.5416
2021-06-28 07:30:00,266.2,266.43,266.2,266.37,3970.0,0.4412,265.5605,59.2578,265.5605,264.4652,266.6558
2021-06-28 07:45:00,266.36,266.39,266.24,266.39,4299.0,0.5207,265.6295,59.4962,265.6295,264.5081,266.7509
2021-06-28 08:00:00,266.42,266.45,266.42,266.42,3003.0,0.4979,265.6955,59.867,265.6955,264.5514,266.8396
2021-06-28 08:15:00,266.4199,266.48,266.28,266.47,5745.0,0.5509,265.7685,60.5015,265.7685,264.6223,266.9147
2021-06-28 08:30:00,266.48,266.6,266.4,266.55,6546.0,0.547,265.841,61.5258,265.841,264.6897,266.9923
2021-06-28 08:45:00,266.5,266.75,266.5,266.5,12261.0,0.475,265.904,60.4937,265.904,264.7533,267.0547
2021-06-28 09:00:00,266.5,266.63,266.46,266.59,11164.0,0.5393,265.9755,61.7107,265.9755,264.841,267.11
2021-06-28 09:15:00,266.655,266.95,266.59,266.9499,14791.0,0.7358,266.073,66.106,266.073,264.9555,267.1905
2021-06-28 09:30:00,266.86,267.0,266.0,266.12,40352.0,0.4189,266.1285,51.7007,266.1285,265.1231,267.1339
2021-06-28 09:45:00,266.185,268.34,265.91,268.26,2019509.0,1.192,266.2865,69.6515,266.2865,265.0184,267.5546
2021-06-28 10:00:00,268.27,268.47,267.57,267.75,918955.0,0.9692,266.415,63.7114,266.415,265.1014,267.7286
2021-06-28 10:15:00,267.79,268.37,267.73,268.09,737334.0,1.1584,266.5685,65.7605,266.5685,265.2256,267.9113
2021-06-28 10:30:00,268.09,268.39,267.82,267.93,516724.0,0.8014,266.675,63.9711,266.675,265.2571,268.0929
2021-06-28 10:45:00,267.94,268.26,267.73,267.84,535561.0,0.7334,266.7725,62.9568,266.7725,265.3162,268.2287
2021-06-28 11:00:00,267.81,267.97,267.44,267.55,529615.0,0.4053,266.8265,59.7437,266.8265,265.3393,268.3136
2021-06-28 11:15:00,267.5661,267.89,267.4441,267.76,532398.0,0.5747,266.903,61.2512,266.903,265.3893,268.4167
2021-06-28 11:30:00,267.7625,268.17,267.65,268.02,437994.0,0.695,266.9955,63.0542,266.9955,265.4466,268.5444
2021-06-28 11:45:00,268.01,268.48,267.92,268.4168,510376.0,0.882,267.1128,65.6238,267.1128,265.5076,268.7181
2021-06-28 12:00:00,268.41,268.545,268.27,268.3,421806.0,0.8647,267.2278,64.2394,267.2278,265.6284,268.8272
2021-06-28 12:15:00,268.3,268.52,268.2,268.325,477401.0,0.768,267.3301,64.4086,267.3301,265.7247,268.9355
2021-06-28 12:30:00,268.31,268.59,268.21,268.44,331956.0,0.7771,267.4336,65.2056,267.4336,265.8222,269.045
2021-06-28 12:45:00,268.44,268.54,268.39,268.42,328313.0,0.762,267.5351,64.9394,267.5351,265.9438,269.1264
2021-06-28 13:00:00,268.42,268.43,267.9799,268.025,516273.0,0.6024,267.6153,59.8588,267.6153,266.0969,269.1338
2021-06-28 13:15:00,268.025,268.1583,267.85,267.9349,388289.0,0.5497,267.6886,58.7551,267.6886,266.2595,269.1177
2021-06-28 13:30:00,267.94,268.0499,267.85,267.9,296666.0,0.5065,267.7561,58.3167,267.7561,266.4243,269.0879
2021-06-28 13:45:00,267.9,268.0252,267.775,267.98,323884.0,0.5553,267.8301,59.0539,267.8301,266.6275,269.0327
2021-06-28 14:00:00,267.985,268.06,267.735,267.7983,311381.0,0.4532,267.8905,56.6582,267.8905,266.8301,268.9509
2021-06-28 14:15:00,267.79,267.985,267.75,267.825,323052.0,0.3278,267.9343,56.9284,267.9343,266.9644,268.9041
2021-06-28 14:30:00,267.825,267.99,267.64,267.78,290683.0,0.6238,268.0173,56.3055,268.0173,267.5078,268.5267
2021-06-28 14:45:00,267.78,268.07,267.7701,268.0,316775.0,-0.0969,268.0043,58.6348,268.0043,267.5071,268.5014
2021-06-28 15:00:00,268.01,268.29,267.92,268.26,525802.0,0.1905,268.0298,61.2075,268.0298,267.5351,268.5244
2021-06-28 15:15:00,268.265,268.32,267.8244,267.91,626819.0,-0.0671,268.0208,56.2502,268.0208,267.5243,268.5172
